"id","title","slug","alt_text","media_type","mime_type","source_url","file","filesize","width","height","date","author"
"4433","Gemini Generated Image iuvr33iuvr33iuvr 1","gemini_generated_image_iuvr33iuvr33iuvr-2","Gemini Generated Image iuvr33iuvr33iuvr 1","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_iuvr33iuvr33iuvr-1.png","2026/02/Gemini_Generated_Image_iuvr33iuvr33iuvr-1.png","535612","1152","896","2026-02-23 5:28:39 PM","1"
"4432","Gemini Generated Image vccwp9vccwp9vccw","gemini_generated_image_vccwp9vccwp9vccw","Gemini Generated Image vccwp9vccwp9vccw","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_vccwp9vccwp9vccw.png","2026/02/Gemini_Generated_Image_vccwp9vccwp9vccw.png","580722","1344","768","2026-02-23 5:28:35 PM","1"
"4431","Gemini Generated Image vccwp9vccwp9vccw 1 1","gemini_generated_image_vccwp9vccwp9vccw-1-2","Gemini Generated Image vccwp9vccwp9vccw 1 1","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_vccwp9vccwp9vccw-1-1.png","2026/02/Gemini_Generated_Image_vccwp9vccwp9vccw-1-1.png","580722","1344","768","2026-02-23 5:28:32 PM","1"
"4430","Loungenie","use_the_attached_reference_image_of_loungenie__keep_all_product_features_locked__blue_housing__lid_c_2","poolside revenue solution by PoolSafe","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Use_the_attached_reference_image_of_LounGenie__Keep_all_product_features_locked__blue_housing__lid_c_2.png","2026/02/Use_the_attached_reference_image_of_LounGenie__Keep_all_product_features_locked__blue_housing__lid_c_2.png","535438","1376","768","2026-02-23 5:28:29 PM","1"
"4429","Render the LounGenie using references   lateral facefront   lateral faceside   lateral faceback   ba 2","render_the_loungenie_using_references___lateral_facefront___lateral_faceside___lateral_faceback___ba_2","Render the LounGenie using references   lateral facefront   lateral faceside   lateral faceback   ba 2","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Render_the_LounGenie_using_references___lateral_facefront___lateral_faceside___lateral_faceback___ba_2.png","2026/02/Render_the_LounGenie_using_references___lateral_facefront___lateral_faceside___lateral_faceback___ba_2.png","540450","1376","768","2026-02-23 5:28:26 PM","1"
"4428","change the lounge chair and resort setting luxury 1","change_the_lounge_chair_and_resort_setting_luxury_1","change the lounge chair and resort setting luxury 1","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/change_the_lounge_chair_and_resort_setting_luxury_1.png","2026/02/change_the_lounge_chair_and_resort_setting_luxury_1.png","612423","1376","768","2026-02-23 5:28:23 PM","1"
"4427","LounGenie Hospitality Innovation","88bd75b2-7e5a-4c4a-b415-68a92f712281","LounGenie Hospitality Innovation","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/88bd75b2-7e5a-4c4a-b415-68a92f712281.png","2026/02/88bd75b2-7e5a-4c4a-b415-68a92f712281.png","679378","1376","768","2026-02-23 5:28:21 PM","1"
"4426","Photorealistic luxury resort scene at a high end poolside or coastal location  Ultra realistic light 2","photorealistic_luxury_resort_scene_at_a_high_end_poolside_or_coastal_location__ultra_realistic_light_2","Photorealistic luxury resort scene at a high end poolside or coastal location  Ultra realistic light 2","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Photorealistic_luxury_resort_scene_at_a_high_end_poolside_or_coastal_location__Ultra_realistic_light_2.png","2026/02/Photorealistic_luxury_resort_scene_at_a_high_end_poolside_or_coastal_location__Ultra_realistic_light_2.png","563559","1376","768","2026-02-23 5:28:18 PM","1"
"4425","LounGenie smart cabana system installed at luxury resort pool deck","low_angle_static_shot__a_white_loungenie_unit_with_a_silver_call_button__three_integrated_drink_hold_4","LounGenie smart cabana system installed at luxury resort pool deck","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Low_angle_static_shot__A_white_LounGenie_unit_with_a_silver_call_button__three_integrated_drink_hold_4.png","2026/02/Low_angle_static_shot__A_white_LounGenie_unit_with_a_silver_call_button__three_integrated_drink_hold_4.png","450179","1376","768","2026-02-23 5:28:13 PM","1"
"4424","LounGenie","low_angle_static_shot__a_white_loungenie_unit_with_a_silver_call_button__three_integrated_drink_hold_3","LounGenie unit deployed at resort cabana area","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Low_angle_static_shot__A_white_LounGenie_unit_with_a_silver_call_button__three_integrated_drink_hold_3.png","2026/02/Low_angle_static_shot__A_white_LounGenie_unit_with_a_silver_call_button__three_integrated_drink_hold_3.png","476079","1376","768","2026-02-23 5:28:09 PM","1"
"4423","gemini generated image c86aj8c86aj8c86a","gemini_generated_image_c86aj8c86aj8c86a","gemini generated image c86aj8c86aj8c86a","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_c86aj8c86aj8c86a.png","2026/02/Gemini_Generated_Image_c86aj8c86aj8c86a.png","473311","1344","768","2026-02-23 5:26:30 PM","1"
"4422","Gemini Generated Image 2nxto42nxto42nxt","gemini_generated_image_2nxto42nxto42nxt","Gemini Generated Image 2nxto42nxto42nxt","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_2nxto42nxto42nxt.png","2026/02/Gemini_Generated_Image_2nxto42nxto42nxt.png","645834","1344","768","2026-02-23 5:25:41 PM","1"
"4419","Gemini Generated Image df1py6df1py6df1p","gemini_generated_image_df1py6df1py6df1p","Gemini Generated Image df1py6df1py6df1p","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_df1py6df1py6df1p.png","2026/02/Gemini_Generated_Image_df1py6df1py6df1p.png","494918","1344","768","2026-02-23 5:23:48 PM","1"
"4385","IAAPA Brass Ring Award Logo","iaapa-brass-ring-award-logo","IAAPA Brass Ring Award for hospitality innovation","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/IAAPA-Brass-Ring-Award-Logo.png","2026/02/IAAPA-Brass-Ring-Award-Logo.png","19872","900","107","2026-02-23 4:25:49 PM","1"
"4292","Marriott Hotel Logo","marriott_hotels_logo14-svg-2","Marriott LounGenie partner","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Marriott_hotels_logo14.svg_.png","2026/02/Marriott_hotels_logo14.svg_.png","7061","768","604","2026-02-21 9:21:13 PM","1"
"4159","Gemini Generated Image vn04lkvn04lkvn04","gemini_generated_image_vn04lkvn04lkvn04","Gemini Generated Image vn04lkvn04lkvn04","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_vn04lkvn04lkvn04.png","2026/02/Gemini_Generated_Image_vn04lkvn04lkvn04.png","1989534","1344","768","2026-02-11 6:29:51 PM","1"
"4035","2026 LounGenie Fact Sheet","2026-loungenie-fact-sheet","2026 LounGenie Fact Sheet","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2026/02/2026-LounGenie-Fact-Sheet.pdf",,"2095784",,,"2026-02-11 2:33:19 AM","1"
"4000","2025 Report on Fighting Against Forced Labour &#8211; Pool Safe Inc.","2025-report-on-fighting-against-forced-labour-pool-safe-inc","2025 Report on Fighting Against Forced Labour &#8211; Pool Safe Inc","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2026/02/2025-Report-on-Fighting-Against-Forced-Labour-Pool-Safe-Inc.pdf",,"310577",,,"2026-02-11 1:34:09 AM","1"
"3982","Gemini Generated Image oadufvoadufvoadu","gemini_generated_image_oadufvoadufvoadu","Gemini Generated Image oadufvoadufvoadu","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_oadufvoadufvoadu.png","2026/02/Gemini_Generated_Image_oadufvoadufvoadu.png","2030882","1344","768","2026-02-11 1:06:13 AM","1"
"3979","Photorealistic luxury resort scene with ultra realistic lighting  materials  reflections  and shadow 1","photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1","Photorealistic luxury resort scene with ultra realistic lighting  materials  reflections  and shadow 1","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1.png","2026/02/Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1.png","1799024","1376","768","2026-02-11 1:03:39 AM","1"
"3977","Gemini Generated Image nzzlsxnzzlsxnzzl","gemini_generated_image_nzzlsxnzzlsxnzzl","Gemini Generated Image nzzlsxnzzlsxnzzl","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_nzzlsxnzzlsxnzzl.png","2026/02/Gemini_Generated_Image_nzzlsxnzzlsxnzzl.png","1995452","1408","736","2026-02-11 1:00:59 AM","1"
"3950","IMAGE TO IMAGE EDIT  Use the uploaded image as the base reference   ONLY update the camera angle  re 3","image_to_image_edit__use_the_uploaded_image_as_the_base_reference___only_update_the_camera_angle__re_3","IMAGE TO IMAGE EDIT  Use the uploaded image as the base reference   ONLY update the camera angle  re 3","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/IMAGE_TO_IMAGE_EDIT__Use_the_uploaded_image_as_the_base_reference___ONLY_update_the_camera_angle__re_3.png","2026/02/IMAGE_TO_IMAGE_EDIT__Use_the_uploaded_image_as_the_base_reference___ONLY_update_the_camera_angle__re_3.png","1724369","1376","768","2026-02-11 12:45:42 AM","1"
"3917","Gemini Generated Image smuzp2smuzp2smuz","gemini_generated_image_smuzp2smuzp2smuz","Gemini Generated Image smuzp2smuzp2smuz","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_smuzp2smuzp2smuz.png","2026/02/Gemini_Generated_Image_smuzp2smuzp2smuz.png","2082332","1152","896","2026-02-02 6:00:29 PM","1"
"3916","Gemini Generated Image iuvr33iuvr33iuvr","gemini_generated_image_iuvr33iuvr33iuvr","Gemini Generated Image iuvr33iuvr33iuvr","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_iuvr33iuvr33iuvr.png","2026/02/Gemini_Generated_Image_iuvr33iuvr33iuvr.png","2147774","1152","896","2026-02-02 5:59:58 PM","1"
"3915","gd","gd-2","gd","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/gd.png","2026/02/gd.png","1262450","864","744","2026-02-02 5:58:29 PM","1"
"3914","Gemini Generated Image logt5glogt5glogt e1770054899714","gemini_generated_image_logt5glogt5glogt","Gemini Generated Image logt5glogt5glogt e1770054899714","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_logt5glogt5glogt-e1770054899714.png","2026/02/Gemini_Generated_Image_logt5glogt5glogt-e1770054899714.png","1931956","864","726","2026-02-02 5:53:32 PM","1"
"3913","Gemini Generated Image 22lpbj22lpbj22lp","gemini_generated_image_22lpbj22lpbj22lp","Gemini Generated Image 22lpbj22lpbj22lp","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_22lpbj22lpbj22lp.png","2026/02/Gemini_Generated_Image_22lpbj22lpbj22lp.png","2139922","1184","864","2026-02-02 5:53:27 PM","1"
"3912","Customized LounGenie poolside amenity unit matching resort branding","gemini_generated_image_qt2j17qt2j17qt2j","Customized LounGenie poolside amenity unit matching resort branding","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_qt2j17qt2j17qt2j.png","2026/02/Gemini_Generated_Image_qt2j17qt2j17qt2j.png","2242989","1184","864","2026-02-02 5:51:53 PM","1"
"3898","Screenshot 2025 03 27 204458","screenshot-2025-03-27-204458-2","Screenshot 2025 03 27 204458","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Screenshot-2025-03-27-204458.png","2026/02/Screenshot-2025-03-27-204458.png","658808","608","768","2026-02-02 5:36:58 PM","1"
"3897","Customized LounGenie poolside amenity unit matching resort branding","img_3241-scaled-2","Customized LounGenie poolside amenity unit matching resort branding","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/02/IMG_3241-scaled-1.jpg","2026/02/IMG_3241-scaled-1.jpg","784247","1920","2560","2026-02-02 5:34:21 PM","1"
"3894","Fantasy World LounGenie 2","fantasy-world-loungenie-2-2","LounGenie unit enhancing the poolside guest experience","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/02/Fantasy-World-LounGenie-2-e1773261386724.jpg","2026/02/Fantasy-World-LounGenie-2-e1773261386724.jpg","281022","1108","1197","2026-02-02 5:23:46 PM","1"
"3893","Hilton waikoloa Village 2018 10 Kona Pool Cabanas 6","hilton-waikoloa-village-2018-10-kona-pool-cabanas-6-2","Hilton waikoloa Village 2018 10 Kona Pool Cabanas 6","image","image/jpeg","https://www.loungenie.com/wp-content/uploads/2026/02/Hilton-waikoloa-Village-2018-10-Kona-Pool-Cabanas-6.jpg","2026/02/Hilton-waikoloa-Village-2018-10-Kona-Pool-Cabanas-6.jpg","984339","2063","1375","2026-02-02 5:23:13 PM","1"
"3892","Gemini Generated Image sx3656sx3656sx36 1","gemini_generated_image_sx3656sx3656sx36-1","Gemini Generated Image sx3656sx3656sx36 1","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_sx3656sx3656sx36-1.png","2026/02/Gemini_Generated_Image_sx3656sx3656sx36-1.png","1967403","1248","832","2026-02-02 5:22:16 PM","1"
"3891","Gemini Generated Image p90wyrp90wyrp90w","gemini_generated_image_p90wyrp90wyrp90w","Gemini Generated Image p90wyrp90wyrp90w","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_p90wyrp90wyrp90w.png","2026/02/Gemini_Generated_Image_p90wyrp90wyrp90w.png","2395172","1024","1024","2026-02-02 5:21:29 PM","1"
"3889","LounGenie Partnership and Pricing details","hero_seed_is_defined_only_by__top___front___side_length__and__back__all_images_showing_open_states__2","LounGenie Partnership and Pricing details","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Hero_seed_is_defined_ONLY_by__TOP___FRONT___SIDE_LENGTH__and__BACK__All_images_showing_open_states__2.png","2026/02/Hero_seed_is_defined_ONLY_by__TOP___FRONT___SIDE_LENGTH__and__BACK__All_images_showing_open_states__2.png","1978142","1376","768","2026-02-02 5:20:09 PM","1"
"3887","The Grove Loungenie","gemini_generated_image_w024qvw024qvw024","The Grove Loungenie","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_w024qvw024qvw024-e1772133960896.png","2026/02/Gemini_Generated_Image_w024qvw024qvw024-e1772133960896.png","1766264","769","803","2026-02-02 5:15:29 PM","1"
"3831","PSI-Announces-Closing-of-Sr.-Secured-Deb-Extensions-Final-12-31-2025","psi-announces-closing-of-sr-secured-deb-extensions-final-12-31-2025","PSI Announces Closing of Sr","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2026/02/PSI-Announces-Closing-of-Sr.-Secured-Deb-Extensions-Final-12-31-2025.pdf",,"592092",,,"2026-02-02 3:56:32 PM","1"
"3814","on the safe door make sure the loungenie logo is there and use the colours 2 e1770045053554","on_the_safe_door_make_sure_the_loungenie_logo_is_there_and_use_the_colours_2","on the safe door make sure the loungenie logo is there and use the colours 2 e1770045053554","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/on_the_safe_door_make_sure_the_loungenie_logo_is_there_and_use_the_colours_2-e1770045053554.png","2026/02/on_the_safe_door_make_sure_the_loungenie_logo_is_there_and_use_the_colours_2-e1770045053554.png","1176517","605","768","2026-02-02 3:10:09 PM","1"
"3813","Gemini Generated Image dk62ngdk62ngdk62","gemini_generated_image_dk62ngdk62ngdk62","Gemini Generated Image dk62ngdk62ngdk62","image","image/png","https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_dk62ngdk62ngdk62.png","2026/02/Gemini_Generated_Image_dk62ngdk62ngdk62.png","1693124","1024","1024","2026-02-02 3:06:47 PM","1"
"3790","PSI Announces Auditors Appointment (Final) &#8211; 02-25-2025","psi-announces-auditors-appointment-final-02-25-2025","PSI Announces Auditors Appointment (Final) &#8211; 02 25 2025","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Auditors-Appointment-Final-02-25-2025.pdf",,"171182",,,"2025-12-03 3:16:19 PM","1"
"3787","PSI-Announces-Closing-of-Extension-of-Sr.-Secured-Bonus-Warrants-12-29-2023","psi-announces-closing-of-extension-of-sr-secured-bonus-warrants-12-29-2023-1-1","PSI Announces Closing of Extension of Sr","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Closing-of-Extension-of-Sr.-Secured-Bonus-Warrants-12-29-2023-1-1.pdf",,"657686",,,"2025-12-03 3:02:46 PM","1"
"3786","Pool-Safe-2023_Deb_Financing-PR-Final-04-17-2023-1-1","pool-safe-2023_deb_financing-pr-final-04-17-2023-1-1","Pool Safe 2023 Deb Financing PR Final 04 17 2023 1 1","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-2023_Deb_Financing-PR-Final-04-17-2023-1-1.pdf",,"174755",,,"2025-12-03 3:02:44 PM","1"
"3784","PSI-Announces-Auditors-Appointment-final-09-25-2024","psi-announces-auditors-appointment-final-09-25-2024","PSI Announces Auditors Appointment final 09 25 2024","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Auditors-Appointment-final-09-25-2024.pdf",,"677500",,,"2025-12-03 3:00:23 PM","1"
"3778","Pool-Safe-Credit-Amendment-PP-News-Release-Sedar-06-02-2025","pool-safe-credit-amendment-pp-news-release-sedar-06-02-2025","Pool Safe Credit Amendment PP News Release Sedar 06 02 2025","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Credit-Amendment-PP-News-Release-Sedar-06-02-2025.pdf",,"172285",,,"2025-12-03 2:55:15 PM","1"
"3777","PSI-Repays-Promissory-Note-Debentures-05-23-2025","psi-repays-promissory-note-debentures-05-23-2025","PSI Repays Promissory Note Debentures 05 23 2025","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Repays-Promissory-Note-Debentures-05-23-2025.pdf",,"179472",,,"2025-12-03 2:55:14 PM","1"
"3776","PSI-Announces-Short-Term-Promissory-Note-Final-03-19-2025","psi-announces-short-term-promissory-note-final-03-19-2025","PSI Announces Short Term Promissory Note Final 03 19 2025","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Short-Term-Promissory-Note-Final-03-19-2025.pdf",,"677813",,,"2025-12-03 2:55:13 PM","1"
"3775","PSI-Announces-Debenture-Warrant-Extension-Final-12-19-2024-1","psi-announces-debenture-warrant-extension-final-12-19-2024-1","PSI Announces Debenture Warrant Extension Final 12 19 2024 1","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Debenture-Warrant-Extension-Final-12-19-2024-1.pdf",,"186251",,,"2025-12-03 2:55:11 PM","1"
"3774","PSI-Announces-Retirement-of-Debentures_Warrant-Exercise-12-30-2024-3","psi-announces-retirement-of-debentures_warrant-exercise-12-30-2024-3","PSI Announces Retirement of Debentures Warrant Exercise 12 30 2024 3","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Retirement-of-Debentures_Warrant-Exercise-12-30-2024-3.pdf",,"196310",,,"2025-12-03 2:55:08 PM","1"
"3632","PSI_Vegas-Resort-Rev-Share-PR-final-03-26-2019","psi_vegas-resort-rev-share-pr-final-03-26-2019","PSI Vegas Resort Rev Share PR final 03 26 2019","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Vegas-Resort-Rev-Share-PR-final-03-26-2019.pdf",,"172808",,,"2025-12-02 7:45:47 PM","1"
"3631","PSI_Pounder-Update-on-QT-PR-12-06-2016","psi_pounder-update-on-qt-pr-12-06-2016","PSI Pounder Update on QT PR 12 06 2016","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Pounder-Update-on-QT-PR-12-06-2016.pdf",,"184745",,,"2025-12-02 7:45:45 PM","1"
"3630","PSI_Pounder-Complete-QT-PR-04-19-2017","psi_pounder-complete-qt-pr-04-19-2017","PSI Pounder Complete QT PR 04 19 2017","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Pounder-Complete-QT-PR-04-19-2017.pdf",,"37424",,,"2025-12-02 7:45:44 PM","1"
"3629","PSI_Intrexa-Credit-Facility-PR-final-04-02-2019","psi_intrexa-credit-facility-pr-final-04-02-2019","PSI Intrexa Credit Facility PR final 04 02 2019","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Intrexa-Credit-Facility-PR-final-04-02-2019.pdf",,"173836",,,"2025-12-02 7:45:43 PM","1"
"3628","PSI_IMLLC-DA-PR-09-18-2017","psi_imllc-da-pr-09-18-2017","PSI IMLLC DA PR 09 18 2017","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI_IMLLC-DA-PR-09-18-2017.pdf",,"757457",,,"2025-12-02 7:45:42 PM","1"
"3627","PSI_Gaylord-Rev-Share-final-10-03-2018","psi_gaylord-rev-share-final-10-03-2018","PSI Gaylord Rev Share final 10 03 2018","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Gaylord-Rev-Share-final-10-03-2018.pdf",,"182104",,,"2025-12-02 7:45:40 PM","1"
"3626","PSI_CFG_mCloud-Partnership-final-05-17-2018","psi_cfg_mcloud-partnership-final-05-17-2018","PSI CFG mCloud Partnership final 05 17 2018","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI_CFG_mCloud-Partnership-final-05-17-2018.pdf",,"210017",,,"2025-12-02 7:45:38 PM","1"
"3625","PSI-Sells-Units-to-Norwegian-final-June-2019","psi-sells-units-to-norwegian-final-june-2019","PSI Sells Units to Norwegian final June 2019","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Sells-Units-to-Norwegian-final-June-2019.pdf",,"182122",,,"2025-12-02 7:45:37 PM","1"
"3624","PSI-Sells-to-Maui-Jacks-final-05-27-2019","psi-sells-to-maui-jacks-final-05-27-2019","PSI Sells to Maui Jacks final 05 27 2019","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Sells-to-Maui-Jacks-final-05-27-2019.pdf",,"183095",,,"2025-12-02 7:45:35 PM","1"
"3623","PSI-Retains-Frontier-PR-06-02-2017","psi-retains-frontier-pr-06-02-2017","PSI Retains Frontier PR 06 02 2017","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Retains-Frontier-PR-06-02-2017.pdf",,"125394",,,"2025-12-02 7:45:34 PM","1"
"3622","PSI-Partners-with-Ravine-final-05-30-2019","psi-partners-with-ravine-final-05-30-2019","PSI Partners with Ravine final 05 30 2019","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Partners-with-Ravine-final-05-30-2019.pdf",,"164699",,,"2025-12-02 7:45:33 PM","1"
"3621","PSI-Mngmt-BoD-ChangesPR-03-07-2017","psi-mngmt-bod-changespr-03-07-2017","PSI Mngmt BoD ChangesPR 03 07 2017","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Mngmt-BoD-ChangesPR-03-07-2017.pdf",,"288161",,,"2025-12-02 7:45:31 PM","1"
"3620","PSI-MENA-Signs-Contracts-final-10-11-2018","psi-mena-signs-contracts-final-10-11-2018","PSI MENA Signs Contracts final 10 11 2018","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-MENA-Signs-Contracts-final-10-11-2018.pdf",,"172901",,,"2025-12-02 7:45:30 PM","1"
"3619","PSI-MENA-Distribution-Agmt-PR-04-06-2017","psi-mena-distribution-agmt-pr-04-06-2017","PSI MENA Distribution Agmt PR 04 06 2017","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-MENA-Distribution-Agmt-PR-04-06-2017.pdf",,"288625",,,"2025-12-02 7:45:28 PM","1"
"3618","PSI_Alawwal-EDA-PR-final-08-28-2017","psi_alawwal-eda-pr-final-08-28-2017","PSI Alawwal EDA PR final 08 28 2017","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Alawwal-EDA-PR-final-08-28-2017.pdf",,"776092",,,"2025-12-02 7:45:27 PM","1"
"3617","PSI-Grants-Options-PR-06-02-2017","psi-grants-options-pr-06-02-2017","PSI Grants Options PR 06 02 2017","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Grants-Options-PR-06-02-2017.pdf",,"120489",,,"2025-12-02 7:45:25 PM","1"
"3616","PSI-Enters-Florida-Market_83-Units-final-05-23-2019","psi-enters-florida-market_83-units-final-05-23-2019","PSI Enters Florida Market 83 Units final 05 23 2019","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Enters-Florida-Market_83-Units-final-05-23-2019.pdf",,"176176",,,"2025-12-02 7:45:23 PM","1"
"3615","PSI-Engages-Mackie-PR-05-01-2017","psi-engages-mackie-pr-05-01-2017","PSI Engages Mackie PR 05 01 2017","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Engages-Mackie-PR-05-01-2017.pdf",,"516456",,,"2025-12-02 7:45:22 PM","1"
"3614","PSI-Credit-Amendment_Financing-PR-final-07-13-2022","psi-credit-amendment_financing-pr-final-07-13-2022","PSI Credit Amendment Financing PR final 07 13 2022","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Credit-Amendment_Financing-PR-final-07-13-2022.pdf",,"194286",,,"2025-12-02 7:45:20 PM","1"
"3613","PSI-Closes-First-Tranche-Equity-Financing-final-09-27-2018","psi-closes-first-tranche-equity-financing-final-09-27-2018","PSI Closes First Tranche Equity Financing final 09 27 2018","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Closes-First-Tranche-Equity-Financing-final-09-27-2018.pdf",,"174333",,,"2025-12-02 7:45:19 PM","1"
"3612","PSI-Closes-First-Tranche-Deb_Financing-final-02-13-2018","psi-closes-first-tranche-deb_financing-final-02-13-2018","PSI Closes First Tranche Deb Financing final 02 13 2018","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Closes-First-Tranche-Deb_Financing-final-02-13-2018.pdf",,"179979",,,"2025-12-02 7:45:18 PM","1"
"3611","PSI-Arranges-Conv_Deb-Financing-May-2018","psi-arranges-conv_deb-financing-may-2018","PSI Arranges Conv Deb Financing May 2018","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Arranges-Conv_Deb-Financing-May-2018.pdf",,"173900",,,"2025-12-02 7:45:16 PM","1"
"3610","PSI-Announces-Financing-Debt-Conversion-04-26-2021","psi-announces-financing-debt-conversion-04-26-2021","PSI Announces Financing Debt Conversion 04 26 2021","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Financing-Debt-Conversion-04-26-2021.pdf",,"126851",,,"2025-12-02 7:45:15 PM","1"
"3609","PSI-Announces-Close-of-Conv-Deb-Financing-06-21-2018","psi-announces-close-of-conv-deb-financing-06-21-2018","PSI Announces Close of Conv Deb Financing 06 21 2018","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Close-of-Conv-Deb-Financing-06-21-2018.pdf",,"166075",,,"2025-12-02 7:45:14 PM","1"
"3608","PSI-Announces-Changes-to-Board-G.-Deacon_Final-08-12-2021","psi-announces-changes-to-board-g-deacon_final-08-12-2021","PSI Announces Changes to Board G","file","application/pdf","https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Changes-to-Board-G.-Deacon_Final-08-12-2021.pdf",,"50486",,,"2025-12-02 7:45:13 PM","1"
