id,slug,title,alt_text,source_url,mime_type,file,filesize,width,height
4035,2026-loungenie-fact-sheet,2026 LounGenie Fact Sheet,2026 LounGenie Fact Sheet,https://www.loungenie.com/wp-content/uploads/2026/02/2026-LounGenie-Fact-Sheet.pdf,application/pdf,,2095784,0,0
4000,2025-report-on-fighting-against-forced-labour-pool-safe-inc,2025 Report on Fighting Against Forced Labour &#8211; Pool Safe Inc.,2025 Report on Fighting Against Forced Labour &#8211; Pool Safe Inc,https://www.loungenie.com/wp-content/uploads/2026/02/2025-Report-on-Fighting-Against-Forced-Labour-Pool-Safe-Inc.pdf,application/pdf,,310577,0,0
3982,gemini_generated_image_oadufvoadufvoadu,Gemini Generated Image oadufvoadufvoadu,Gemini Generated Image oadufvoadufvoadu,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_oadufvoadufvoadu.png,image/png,2026/02/Gemini_Generated_Image_oadufvoadufvoadu.png,2030882,1344,768
3979,photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1,Photorealistic luxury resort scene with ultra realistic lighting  materials  reflections  and shadow 1,Photorealistic luxury resort scene with ultra realistic lighting  materials  reflections  and shadow 1,https://www.loungenie.com/wp-content/uploads/2026/02/Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1.png,image/png,2026/02/Photorealistic_luxury_resort_scene_with_ultra_realistic_lighting__materials__reflections__and_shadow_1.png,1799024,1376,768
3977,gemini_generated_image_nzzlsxnzzlsxnzzl,Gemini Generated Image nzzlsxnzzlsxnzzl,Gemini Generated Image nzzlsxnzzlsxnzzl,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_nzzlsxnzzlsxnzzl.png,image/png,2026/02/Gemini_Generated_Image_nzzlsxnzzlsxnzzl.png,1995452,1408,736
3950,image_to_image_edit__use_the_uploaded_image_as_the_base_reference___only_update_the_camera_angle__re_3,IMAGE TO IMAGE EDIT  Use the uploaded image as the base reference   ONLY update the camera angle  re 3,IMAGE TO IMAGE EDIT  Use the uploaded image as the base reference   ONLY update the camera angle  re 3,https://www.loungenie.com/wp-content/uploads/2026/02/IMAGE_TO_IMAGE_EDIT__Use_the_uploaded_image_as_the_base_reference___ONLY_update_the_camera_angle__re_3.png,image/png,2026/02/IMAGE_TO_IMAGE_EDIT__Use_the_uploaded_image_as_the_base_reference___ONLY_update_the_camera_angle__re_3.png,1724369,1376,768
3917,gemini_generated_image_smuzp2smuzp2smuz,Gemini Generated Image smuzp2smuzp2smuz,Gemini Generated Image smuzp2smuzp2smuz,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_smuzp2smuzp2smuz.png,image/png,2026/02/Gemini_Generated_Image_smuzp2smuzp2smuz.png,2082332,1152,896
3916,gemini_generated_image_iuvr33iuvr33iuvr,Gemini Generated Image iuvr33iuvr33iuvr,Gemini Generated Image iuvr33iuvr33iuvr,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_iuvr33iuvr33iuvr.png,image/png,2026/02/Gemini_Generated_Image_iuvr33iuvr33iuvr.png,2147774,1152,896
3915,gd-2,gd,gd,https://www.loungenie.com/wp-content/uploads/2026/02/gd.png,image/png,2026/02/gd.png,1262450,864,744
3914,gemini_generated_image_logt5glogt5glogt,Gemini Generated Image logt5glogt5glogt e1770054899714,Gemini Generated Image logt5glogt5glogt e1770054899714,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_logt5glogt5glogt-e1770054899714.png,image/png,2026/02/Gemini_Generated_Image_logt5glogt5glogt-e1770054899714.png,1931956,864,726
3913,gemini_generated_image_22lpbj22lpbj22lp,Gemini Generated Image 22lpbj22lpbj22lp,Gemini Generated Image 22lpbj22lpbj22lp,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_22lpbj22lpbj22lp.png,image/png,2026/02/Gemini_Generated_Image_22lpbj22lpbj22lp.png,2139922,1184,864
3912,gemini_generated_image_qt2j17qt2j17qt2j,Customized LounGenie poolside amenity unit matching resort branding,Customized LounGenie poolside amenity unit matching resort branding,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_qt2j17qt2j17qt2j.png,image/png,2026/02/Gemini_Generated_Image_qt2j17qt2j17qt2j.png,2242989,1184,864
3898,screenshot-2025-03-27-204458-2,Screenshot 2025 03 27 204458,Screenshot 2025 03 27 204458,https://www.loungenie.com/wp-content/uploads/2026/02/Screenshot-2025-03-27-204458.png,image/png,2026/02/Screenshot-2025-03-27-204458.png,658808,608,768
3897,img_3241-scaled-2,Customized LounGenie poolside amenity unit matching resort branding,Customized LounGenie poolside amenity unit matching resort branding,https://www.loungenie.com/wp-content/uploads/2026/02/IMG_3241-scaled-1.jpg,image/jpeg,2026/02/IMG_3241-scaled-1.jpg,784247,1920,2560
3894,fantasy-world-loungenie-2-2,Fantasy World LounGenie 2,LounGenie unit enhancing the poolside guest experience,https://www.loungenie.com/wp-content/uploads/2026/02/Fantasy-World-LounGenie-2-e1773261386724.jpg,image/jpeg,2026/02/Fantasy-World-LounGenie-2-e1773261386724.jpg,281022,1108,1197
3893,hilton-waikoloa-village-2018-10-kona-pool-cabanas-6-2,Hilton waikoloa Village 2018 10 Kona Pool Cabanas 6,Hilton waikoloa Village 2018 10 Kona Pool Cabanas 6,https://www.loungenie.com/wp-content/uploads/2026/02/Hilton-waikoloa-Village-2018-10-Kona-Pool-Cabanas-6.jpg,image/jpeg,2026/02/Hilton-waikoloa-Village-2018-10-Kona-Pool-Cabanas-6.jpg,984339,2063,1375
3892,gemini_generated_image_sx3656sx3656sx36-1,Gemini Generated Image sx3656sx3656sx36 1,Gemini Generated Image sx3656sx3656sx36 1,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_sx3656sx3656sx36-1.png,image/png,2026/02/Gemini_Generated_Image_sx3656sx3656sx36-1.png,1967403,1248,832
3891,gemini_generated_image_p90wyrp90wyrp90w,Gemini Generated Image p90wyrp90wyrp90w,Gemini Generated Image p90wyrp90wyrp90w,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_p90wyrp90wyrp90w.png,image/png,2026/02/Gemini_Generated_Image_p90wyrp90wyrp90w.png,2395172,1024,1024
3889,hero_seed_is_defined_only_by__top___front___side_length__and__back__all_images_showing_open_states__2,LounGenie Partnership and Pricing details,LounGenie Partnership and Pricing details,https://www.loungenie.com/wp-content/uploads/2026/02/Hero_seed_is_defined_ONLY_by__TOP___FRONT___SIDE_LENGTH__and__BACK__All_images_showing_open_states__2.png,image/png,2026/02/Hero_seed_is_defined_ONLY_by__TOP___FRONT___SIDE_LENGTH__and__BACK__All_images_showing_open_states__2.png,1978142,1376,768
3887,gemini_generated_image_w024qvw024qvw024,The Grove Loungenie,The Grove Loungenie,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_w024qvw024qvw024-e1772133960896.png,image/png,2026/02/Gemini_Generated_Image_w024qvw024qvw024-e1772133960896.png,1766264,769,803
3831,psi-announces-closing-of-sr-secured-deb-extensions-final-12-31-2025,PSI-Announces-Closing-of-Sr.-Secured-Deb-Extensions-Final-12-31-2025,PSI Announces Closing of Sr,https://www.loungenie.com/wp-content/uploads/2026/02/PSI-Announces-Closing-of-Sr.-Secured-Deb-Extensions-Final-12-31-2025.pdf,application/pdf,,592092,0,0
3814,on_the_safe_door_make_sure_the_loungenie_logo_is_there_and_use_the_colours_2,on the safe door make sure the loungenie logo is there and use the colours 2 e1770045053554,on the safe door make sure the loungenie logo is there and use the colours 2 e1770045053554,https://www.loungenie.com/wp-content/uploads/2026/02/on_the_safe_door_make_sure_the_loungenie_logo_is_there_and_use_the_colours_2-e1770045053554.png,image/png,2026/02/on_the_safe_door_make_sure_the_loungenie_logo_is_there_and_use_the_colours_2-e1770045053554.png,1176517,605,768
3813,gemini_generated_image_dk62ngdk62ngdk62,Gemini Generated Image dk62ngdk62ngdk62,Gemini Generated Image dk62ngdk62ngdk62,https://www.loungenie.com/wp-content/uploads/2026/02/Gemini_Generated_Image_dk62ngdk62ngdk62.png,image/png,2026/02/Gemini_Generated_Image_dk62ngdk62ngdk62.png,1693124,1024,1024
3790,psi-announces-auditors-appointment-final-02-25-2025,PSI Announces Auditors Appointment (Final) &#8211; 02-25-2025,PSI Announces Auditors Appointment (Final) &#8211; 02 25 2025,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Auditors-Appointment-Final-02-25-2025.pdf,application/pdf,,171182,0,0
3787,psi-announces-closing-of-extension-of-sr-secured-bonus-warrants-12-29-2023-1-1,PSI-Announces-Closing-of-Extension-of-Sr.-Secured-Bonus-Warrants-12-29-2023,PSI Announces Closing of Extension of Sr,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Closing-of-Extension-of-Sr.-Secured-Bonus-Warrants-12-29-2023-1-1.pdf,application/pdf,,657686,0,0
3786,pool-safe-2023_deb_financing-pr-final-04-17-2023-1-1,Pool-Safe-2023_Deb_Financing-PR-Final-04-17-2023-1-1,Pool Safe 2023 Deb Financing PR Final 04 17 2023 1 1,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-2023_Deb_Financing-PR-Final-04-17-2023-1-1.pdf,application/pdf,,174755,0,0
3784,psi-announces-auditors-appointment-final-09-25-2024,PSI-Announces-Auditors-Appointment-final-09-25-2024,PSI Announces Auditors Appointment final 09 25 2024,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Auditors-Appointment-final-09-25-2024.pdf,application/pdf,,677500,0,0
3778,pool-safe-credit-amendment-pp-news-release-sedar-06-02-2025,Pool-Safe-Credit-Amendment-PP-News-Release-Sedar-06-02-2025,Pool Safe Credit Amendment PP News Release Sedar 06 02 2025,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Credit-Amendment-PP-News-Release-Sedar-06-02-2025.pdf,application/pdf,,172285,0,0
3777,psi-repays-promissory-note-debentures-05-23-2025,PSI-Repays-Promissory-Note-Debentures-05-23-2025,PSI Repays Promissory Note Debentures 05 23 2025,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Repays-Promissory-Note-Debentures-05-23-2025.pdf,application/pdf,,179472,0,0
3776,psi-announces-short-term-promissory-note-final-03-19-2025,PSI-Announces-Short-Term-Promissory-Note-Final-03-19-2025,PSI Announces Short Term Promissory Note Final 03 19 2025,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Short-Term-Promissory-Note-Final-03-19-2025.pdf,application/pdf,,677813,0,0
3775,psi-announces-debenture-warrant-extension-final-12-19-2024-1,PSI-Announces-Debenture-Warrant-Extension-Final-12-19-2024-1,PSI Announces Debenture Warrant Extension Final 12 19 2024 1,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Debenture-Warrant-Extension-Final-12-19-2024-1.pdf,application/pdf,,186251,0,0
3774,psi-announces-retirement-of-debentures_warrant-exercise-12-30-2024-3,PSI-Announces-Retirement-of-Debentures_Warrant-Exercise-12-30-2024-3,PSI Announces Retirement of Debentures Warrant Exercise 12 30 2024 3,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Retirement-of-Debentures_Warrant-Exercise-12-30-2024-3.pdf,application/pdf,,196310,0,0
3632,psi_vegas-resort-rev-share-pr-final-03-26-2019,PSI_Vegas-Resort-Rev-Share-PR-final-03-26-2019,PSI Vegas Resort Rev Share PR final 03 26 2019,https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Vegas-Resort-Rev-Share-PR-final-03-26-2019.pdf,application/pdf,,172808,0,0
3631,psi_pounder-update-on-qt-pr-12-06-2016,PSI_Pounder-Update-on-QT-PR-12-06-2016,PSI Pounder Update on QT PR 12 06 2016,https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Pounder-Update-on-QT-PR-12-06-2016.pdf,application/pdf,,184745,0,0
3630,psi_pounder-complete-qt-pr-04-19-2017,PSI_Pounder-Complete-QT-PR-04-19-2017,PSI Pounder Complete QT PR 04 19 2017,https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Pounder-Complete-QT-PR-04-19-2017.pdf,application/pdf,,37424,0,0
3629,psi_intrexa-credit-facility-pr-final-04-02-2019,PSI_Intrexa-Credit-Facility-PR-final-04-02-2019,PSI Intrexa Credit Facility PR final 04 02 2019,https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Intrexa-Credit-Facility-PR-final-04-02-2019.pdf,application/pdf,,173836,0,0
3628,psi_imllc-da-pr-09-18-2017,PSI_IMLLC-DA-PR-09-18-2017,PSI IMLLC DA PR 09 18 2017,https://www.loungenie.com/wp-content/uploads/2025/12/PSI_IMLLC-DA-PR-09-18-2017.pdf,application/pdf,,757457,0,0
3627,psi_gaylord-rev-share-final-10-03-2018,PSI_Gaylord-Rev-Share-final-10-03-2018,PSI Gaylord Rev Share final 10 03 2018,https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Gaylord-Rev-Share-final-10-03-2018.pdf,application/pdf,,182104,0,0
3626,psi_cfg_mcloud-partnership-final-05-17-2018,PSI_CFG_mCloud-Partnership-final-05-17-2018,PSI CFG mCloud Partnership final 05 17 2018,https://www.loungenie.com/wp-content/uploads/2025/12/PSI_CFG_mCloud-Partnership-final-05-17-2018.pdf,application/pdf,,210017,0,0
3625,psi-sells-units-to-norwegian-final-june-2019,PSI-Sells-Units-to-Norwegian-final-June-2019,PSI Sells Units to Norwegian final June 2019,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Sells-Units-to-Norwegian-final-June-2019.pdf,application/pdf,,182122,0,0
3624,psi-sells-to-maui-jacks-final-05-27-2019,PSI-Sells-to-Maui-Jacks-final-05-27-2019,PSI Sells to Maui Jacks final 05 27 2019,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Sells-to-Maui-Jacks-final-05-27-2019.pdf,application/pdf,,183095,0,0
3623,psi-retains-frontier-pr-06-02-2017,PSI-Retains-Frontier-PR-06-02-2017,PSI Retains Frontier PR 06 02 2017,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Retains-Frontier-PR-06-02-2017.pdf,application/pdf,,125394,0,0
3622,psi-partners-with-ravine-final-05-30-2019,PSI-Partners-with-Ravine-final-05-30-2019,PSI Partners with Ravine final 05 30 2019,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Partners-with-Ravine-final-05-30-2019.pdf,application/pdf,,164699,0,0
3621,psi-mngmt-bod-changespr-03-07-2017,PSI-Mngmt-BoD-ChangesPR-03-07-2017,PSI Mngmt BoD ChangesPR 03 07 2017,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Mngmt-BoD-ChangesPR-03-07-2017.pdf,application/pdf,,288161,0,0
3620,psi-mena-signs-contracts-final-10-11-2018,PSI-MENA-Signs-Contracts-final-10-11-2018,PSI MENA Signs Contracts final 10 11 2018,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-MENA-Signs-Contracts-final-10-11-2018.pdf,application/pdf,,172901,0,0
3619,psi-mena-distribution-agmt-pr-04-06-2017,PSI-MENA-Distribution-Agmt-PR-04-06-2017,PSI MENA Distribution Agmt PR 04 06 2017,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-MENA-Distribution-Agmt-PR-04-06-2017.pdf,application/pdf,,288625,0,0
3618,psi_alawwal-eda-pr-final-08-28-2017,PSI_Alawwal-EDA-PR-final-08-28-2017,PSI Alawwal EDA PR final 08 28 2017,https://www.loungenie.com/wp-content/uploads/2025/12/PSI_Alawwal-EDA-PR-final-08-28-2017.pdf,application/pdf,,776092,0,0
3617,psi-grants-options-pr-06-02-2017,PSI-Grants-Options-PR-06-02-2017,PSI Grants Options PR 06 02 2017,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Grants-Options-PR-06-02-2017.pdf,application/pdf,,120489,0,0
3616,psi-enters-florida-market_83-units-final-05-23-2019,PSI-Enters-Florida-Market_83-Units-final-05-23-2019,PSI Enters Florida Market 83 Units final 05 23 2019,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Enters-Florida-Market_83-Units-final-05-23-2019.pdf,application/pdf,,176176,0,0
3615,psi-engages-mackie-pr-05-01-2017,PSI-Engages-Mackie-PR-05-01-2017,PSI Engages Mackie PR 05 01 2017,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Engages-Mackie-PR-05-01-2017.pdf,application/pdf,,516456,0,0
3614,psi-credit-amendment_financing-pr-final-07-13-2022,PSI-Credit-Amendment_Financing-PR-final-07-13-2022,PSI Credit Amendment Financing PR final 07 13 2022,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Credit-Amendment_Financing-PR-final-07-13-2022.pdf,application/pdf,,194286,0,0
3613,psi-closes-first-tranche-equity-financing-final-09-27-2018,PSI-Closes-First-Tranche-Equity-Financing-final-09-27-2018,PSI Closes First Tranche Equity Financing final 09 27 2018,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Closes-First-Tranche-Equity-Financing-final-09-27-2018.pdf,application/pdf,,174333,0,0
3612,psi-closes-first-tranche-deb_financing-final-02-13-2018,PSI-Closes-First-Tranche-Deb_Financing-final-02-13-2018,PSI Closes First Tranche Deb Financing final 02 13 2018,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Closes-First-Tranche-Deb_Financing-final-02-13-2018.pdf,application/pdf,,179979,0,0
3611,psi-arranges-conv_deb-financing-may-2018,PSI-Arranges-Conv_Deb-Financing-May-2018,PSI Arranges Conv Deb Financing May 2018,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Arranges-Conv_Deb-Financing-May-2018.pdf,application/pdf,,173900,0,0
3610,psi-announces-financing-debt-conversion-04-26-2021,PSI-Announces-Financing-Debt-Conversion-04-26-2021,PSI Announces Financing Debt Conversion 04 26 2021,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Financing-Debt-Conversion-04-26-2021.pdf,application/pdf,,126851,0,0
3609,psi-announces-close-of-conv-deb-financing-06-21-2018,PSI-Announces-Close-of-Conv-Deb-Financing-06-21-2018,PSI Announces Close of Conv Deb Financing 06 21 2018,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Close-of-Conv-Deb-Financing-06-21-2018.pdf,application/pdf,,166075,0,0
3608,psi-announces-changes-to-board-g-deacon_final-08-12-2021,PSI-Announces-Changes-to-Board-G.-Deacon_Final-08-12-2021,PSI Announces Changes to Board G,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Changes-to-Board-G.-Deacon_Final-08-12-2021.pdf,application/pdf,,50486,0,0
3607,psi-announces-changes-to-board-final-aug-2018,PSI-Announces-Changes-to-Board-final-Aug-2018,PSI Announces Changes to Board final Aug 2018,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Changes-to-Board-final-Aug-2018.pdf,application/pdf,,170059,0,0
3606,psi-announces-changes-to-board-final-03-14-2018,PSI-Announces-Changes-to-Board-final-03-14-2018,PSI Announces Changes to Board final 03 14 2018,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Changes-to-Board-final-03-14-2018.pdf,application/pdf,,165591,0,0
3605,psi-named-approved-supplier-with-avendra-final-07-26-2023,PSI Named Approved Supplier with Avendra (Final) &#8211; 07-26-2023,PSI Named Approved Supplier with Avendra (Final) &#8211; 07 26 2023,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Named-Approved-Supplier-with-Avendra-Final-07-26-2023.pdf,application/pdf,,765762,0,0
3604,psi-closes-debt-conversion_extension-of-sr-secured_bonus-warrants-final-01-27-2023,PSI Closes Debt Conversion_Extension of Sr. Secured_Bonus Warrants (final) &#8211; 01-27-2023,PSI Closes Debt Conversion Extension of Sr,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Closes-Debt-Conversion_Extension-of-Sr.-Secured_Bonus-Warrants-final-01-27-2023.pdf,application/pdf,,186348,0,0
3603,psi-announces-master-service-agmt-final-03-05-2024-2,PSI Announces Master Service Agmt (final) &#8211; 03-05-2024-2,PSI Announces Master Service Agmt (final) &#8211; 03 05 2024 2,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Master-Service-Agmt-final-03-05-2024-2.pdf,application/pdf,,659518,0,0
3602,psi-announces-loungenie_rebranding-final-02-23-2023,PSI Announces Loungenie_Rebranding (final) &#8211; 02-23-2023,PSI Announces Loungenie Rebranding (final) &#8211; 02 23 2023,https://www.loungenie.com/wp-content/uploads/2025/12/PSI-Announces-Loungenie_Rebranding-final-02-23-2023.pdf,application/pdf,,544842,0,0
3601,pool-safe_cowabunga-rev-share-agmt,Pool-Safe_Cowabunga-Rev-Share-Agmt,Pool Safe Cowabunga Rev Share Agmt,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe_Cowabunga-Rev-Share-Agmt.pdf,application/pdf,,506554,0,0
3600,nils-kravis-joins-psi-board-final-08-30-2022,Nils Kravis Joins PSI Board (final) &#8211; 08-30-2022,Nils Kravis Joins PSI Board (final) &#8211; 08 30 2022,https://www.loungenie.com/wp-content/uploads/2025/12/Nils-Kravis-Joins-PSI-Board-final-08-30-2022.pdf,application/pdf,,167259,0,0
3599,pool-safe-partner-opens-dubai-office-final-02-15-2018,Pool-Safe-Partner-Opens-Dubai-Office-final-02-15-2018,Pool Safe Partner Opens Dubai Office final 02 15 2018,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Partner-Opens-Dubai-Office-final-02-15-2018.pdf,application/pdf,,180371,0,0
3598,pool-safe-credit_debt-amendments-final-pr-dec-2020,Pool-Safe-Credit_Debt-Amendments-Final-PR-Dec-2020,Pool Safe Credit Debt Amendments Final PR Dec 2020,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Credit_Debt-Amendments-Final-PR-Dec-2020.pdf,application/pdf,,125420,0,0
3597,pool-safe-arranges-debenture-financing,Pool-Safe-Arranges-Debenture-Financing,Pool Safe Arranges Debenture Financing,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Arranges-Debenture-Financing.pdf,application/pdf,,496946,0,0
3596,pool-grants-stock-options-04-11-2018,Pool-Grants-Stock-Options-04-11-2018,Pool Grants Stock Options 04 11 2018,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Grants-Stock-Options-04-11-2018.pdf,application/pdf,,159816,0,0
3595,pool-safe-upsizes-debenture-financing-06-27-2023,Pool Safe Upsizes Debenture Financing &#8211; 06-27-2023,Pool Safe Upsizes Debenture Financing &#8211; 06 27 2023,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Upsizes-Debenture-Financing-06-27-2023.pdf,application/pdf,,694991,0,0
3594,pool-safe-press-release-re-closing-of-the-final-tranche-final-11-10-2022,Pool Safe Press Release re Closing of the Final Tranche (Final) &#8211; 11-10-2022,Pool Safe Press Release re Closing of the Final Tranche (Final) &#8211; 11 10 2022,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Press-Release-re-Closing-of-the-Final-Tranche-Final-11-10-2022.pdf,application/pdf,,182087,0,0
3593,pool-safe-press-release-re-closing-first-tranche-final-08-31-2022,Pool Safe Press Release re Closing First Tranche (final) &#8211; 08-31-2022,Pool Safe Press Release re Closing First Tranche (final) &#8211; 08 31 2022,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Press-Release-re-Closing-First-Tranche-final-08-31-2022.pdf,application/pdf,,197400,0,0
3592,pool-safe-pr-re-closing-tranche-1-final-06-01-2023,Pool Safe PR re Closing Tranche 1 (final) &#8211; 06-01-2023,Pool Safe PR re Closing Tranche 1 (final) &#8211; 06 01 2023,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-PR-re-Closing-Tranche-1-final-06-01-2023.pdf,application/pdf,,694616,0,0
3591,pool-safe-pr-closing-debenture-financing-final-07-06-2023,Pool Safe PR Closing Debenture Financing (Final) &#8211; 07-06-2023,Pool Safe PR Closing Debenture Financing (Final) &#8211; 07 06 2023,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-PR-Closing-Debenture-Financing-Final-07-06-2023.pdf,application/pdf,,216172,0,0
3590,pool-safe-announces-2023-agm-results-final-03-01-2023,Pool Safe Announces 2023 AGM Results (final) &#8211; 03-01-2023,Pool Safe Announces 2023 AGM Results (final) &#8211; 03 01 2023,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Announces-2023-AGM-Results-final-03-01-2023.pdf,application/pdf,,162221,0,0
3588,westin-hilton-head-3-april-2023-2,Westin Hilton Head 3 April 2023 scaled e1764703506863,Westin Hilton Head 3 April 2023 scaled e1764703506863,https://www.loungenie.com/wp-content/uploads/2025/12/Westin-Hilton-Head-3-April-2023-scaled-e1764703506863.jpg,image/jpeg,2025/12/Westin-Hilton-Head-3-April-2023-scaled-e1764703506863.jpg,776216,1590,2103
3586,56670831-1da9-437c-9459-1dfaec81a736,Pool cabana interior with LounGenie smart system — wide angle,Pool cabana interior with LounGenie smart system — wide angle,https://www.loungenie.com/wp-content/uploads/2025/12/56670831-1da9-437c-9459-1dfaec81a736-e1764703370615.png,image/png,2025/12/56670831-1da9-437c-9459-1dfaec81a736-e1764703370615.png,3302547,1067,1310
3572,loungenie-fact-sheet-pdf,LounGenie Fact Sheet.pdf,LounGenie Fact Sheet,https://www.loungenie.com/wp-content/uploads/2025/12/LounGenie-Fact-Sheet.pdf.pdf,application/pdf,,6462612,0,0
3571,pool-safe-inc-loungenie-brochure,Pool Safe Inc Loungenie Brochure,Pool Safe Inc Loungenie Brochure,https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Inc-Loungenie-Brochure.pdf,application/pdf,,139407,0,0
3567,pool-safe-financials-q3-2025-sedar,"Financials – September 30, 2025","Financials – September 30, 2025",https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-Financials-Q3-2025-Sedar-1.pdf,application/pdf,,798477,0,0
3566,pool-safe-mda-q3-2025-sedar,"MD&#038;A – September 30, 2025","MD&#038;A – September 30, 2025",https://www.loungenie.com/wp-content/uploads/2025/12/Pool-Safe-MDA-Q3-2025-Sedar-1.pdf,application/pdf,,585936,0,0
3553,untitled-design-34,Grove logo,The Grove Resort LounGenie partner,https://www.loungenie.com/wp-content/uploads/2025/10/Untitled-design-34.png,image/png,2025/10/Untitled-design-34.png,945253,1563,1563
3491,images-2,Breakwater Beach Logo,Breakwater Beach LounGenie partner,https://www.loungenie.com/wp-content/uploads/2025/10/images.jpg,image/jpeg,2025/10/images.jpg,13051,225,225
3470,untitled-design-18,LounGenie Ice Bucket,Removable ice bucket in LounGenie poolside amenity unit,https://www.loungenie.com/wp-content/uploads/2025/10/Untitled-design-18.jpg,image/jpeg,2025/10/Untitled-design-18.jpg,728254,1170,1593
3453,untitled-design-16,Untitled design 16 scaled,Untitled design 16 scaled,https://www.loungenie.com/wp-content/uploads/2025/10/Untitled-design-16-scaled.jpg,image/jpeg,2025/10/Untitled-design-16-scaled.jpg,461667,1920,2560
3449,untitled-design-14,Solar USB charging in poolside amenity unit,Solar USB charging in poolside amenity unit,https://www.loungenie.com/wp-content/uploads/2025/10/Untitled-design-14.jpg,image/jpeg,2025/10/Untitled-design-14.jpg,1103622,2560,1706
3448,84187d91-85be-444e-a8d2-14e3a4717ed6,84187d91 85be 444e a8d2 14e3a4717ed6,84187d91 85be 444e a8d2 14e3a4717ed6,https://www.loungenie.com/wp-content/uploads/2025/10/84187d91-85be-444e-a8d2-14e3a4717ed6.jpg,image/jpeg,2025/10/84187d91-85be-444e-a8d2-14e3a4717ed6.jpg,221023,2560,1706
3425,1717093555111,1717093555111,1717093555111,https://www.loungenie.com/wp-content/uploads/2025/10/1717093555111.jpg,image/jpeg,2025/10/1717093555111.jpg,174336,1280,1706
